"idListaCobro","fechaCreacionLista","idBanco","fechaEnvioCobro"
85815,"24/03/2022 5:17PM","12","24/03/2022"
85819,"24/03/2022 5:29PM","72","24/03/2022"
85820,"24/03/2022 5:29PM","12","24/03/2022"
85821,"24/03/2022 5:30PM","2","24/03/2022"
85823,"24/03/2022 5:33PM","72","24/03/2022"
85824,"24/03/2022 5:34PM","12","24/03/2022"
85825,"24/03/2022 5:34PM","2","24/03/2022"
85831,"24/03/2022 5:40PM","2","24/03/2022"
85834,"24/03/2022 5:40PM","72","24/03/2022"
85839,"24/03/2022 5:49PM","2","24/03/2022"
86016,"28/03/2022 12:17PM","12","28/03/2022"
86024,"28/03/2022 12:43PM","12","28/03/2022"
86080,"28/03/2022 4:11PM","12","28/03/2022"
86089,"28/03/2022 5:08PM","12","28/03/2022"
86204,"29/03/2022 1:30PM","2","29/03/2022"
86387,"30/03/2022 3:06PM","14","30/03/2022"
86400,"30/03/2022 5:17PM","14","30/03/2022"
86439,"31/03/2022 6:28AM","14","31/03/2022"
86469,"31/03/2022 10:15AM","14","31/03/2022"
86519,"31/03/2022 1:47PM","14","31/03/2022"
86520,"31/03/2022 2:17PM","14","31/03/2022"
86601,"01/04/2022 8:24AM","14","01/04/2022"
86602,"01/04/2022 8:39AM","14","01/04/2022"
86628,"01/04/2022 11:34AM","2","01/04/2022"
87076,"08/04/2022 5:22PM","12","08/04/2022"
87083,"08/04/2022 6:09PM","12","08/04/2022"
87119,"09/04/2022 1:28PM","12","09/04/2022"
87408,"11/04/2022 2:29PM","12","11/04/2022"
87450,"12/04/2022 6:03AM","2","12/04/2022"
87451,"12/04/2022 6:03AM","72","12/04/2022"
87454,"12/04/2022 6:05AM","12","12/04/2022"
87458,"12/04/2022 6:20AM","14","12/04/2022"
87659,"13/04/2022 9:07AM","12","13/04/2022"
87862,"18/04/2022 10:06AM","12","18/04/2022"
87872,"18/04/2022 11:42AM","72","18/04/2022"
87873,"18/04/2022 11:42AM","14","18/04/2022"
87875,"18/04/2022 11:45AM","2","18/04/2022"
87878,"18/04/2022 11:50AM","14","18/04/2022"
87915,"18/04/2022 2:33PM","2","18/04/2022"
87932,"19/04/2022 5:04AM","2","19/04/2022"
87960,"19/04/2022 8:47AM","2","19/04/2022"
87961,"19/04/2022 8:57AM","12","19/04/2022"
87974,"19/04/2022 12:17PM","2","19/04/2022"
88022,"20/04/2022 5:04AM","72","20/04/2022"
88027,"20/04/2022 8:17AM","2","20/04/2022"
88028,"20/04/2022 8:57AM","12","20/04/2022"
88040,"20/04/2022 12:19PM","2","20/04/2022"
88050,"20/04/2022 2:29PM","2","20/04/2022"
88078,"21/04/2022 8:16AM","2","21/04/2022"
88188,"25/04/2022 11:32AM","2","25/04/2022"
88190,"25/04/2022 11:32AM","72","25/04/2022"
88191,"25/04/2022 11:33AM","12","25/04/2022"
88201,"25/04/2022 1:00PM","12","25/04/2022"
88219,"25/04/2022 4:11PM","12","25/04/2022"
88227,"25/04/2022 4:16PM","12","25/04/2022"
88268,"26/04/2022 11:57AM","12","26/04/2022"
88315,"26/04/2022 9:27PM","12","26/04/2022"
88359,"27/04/2022 10:17AM","12","27/04/2022"
88424,"27/04/2022 5:15PM","12","27/04/2022"
88485,"28/04/2022 9:27AM","12","28/04/2022"
88619,"29/04/2022 9:17AM","12","29/04/2022"
88762,"02/05/2022 9:37AM","12","02/05/2022"
88768,"02/05/2022 11:20AM","72","02/05/2022"
88769,"02/05/2022 11:20AM","14","02/05/2022"
88770,"02/05/2022 11:21AM","14","02/05/2022"
88772,"02/05/2022 11:21AM","2","02/05/2022"
88810,"02/05/2022 2:34PM","2","02/05/2022"
88857,"03/05/2022 8:22AM","2","03/05/2022"
88902,"03/05/2022 2:15PM","2","03/05/2022"
88942,"04/05/2022 9:07AM","2","04/05/2022"
88950,"04/05/2022 11:34AM","2","04/05/2022"
88961,"04/05/2022 3:21PM","2","04/05/2022"
88986,"05/05/2022 9:12AM","2","05/05/2022"
89029,"06/05/2022 4:02PM","12","06/05/2022"
89031,"06/05/2022 4:07PM","12","06/05/2022"
89110,"09/05/2022 12:47PM","12","09/05/2022"
89129,"09/05/2022 5:53PM","12","09/05/2022"
89189,"10/05/2022 12:55PM","12","10/05/2022"
89206,"10/05/2022 1:38PM","12","10/05/2022"
89726,"16/05/2022 8:21AM","2","16/05/2022"
89772,"16/05/2022 1:56PM","2","16/05/2022"
89822,"17/05/2022 8:34AM","2","17/05/2022"
89850,"17/05/2022 1:22PM","2","17/05/2022"
89904,"18/05/2022 9:13AM","2","18/05/2022"
89920,"18/05/2022 12:45PM","2","18/05/2022"
89951,"19/05/2022 7:44AM","2","19/05/2022"
90250,"25/05/2022 2:19PM","12","25/05/2022"
90258,"25/05/2022 2:33PM","12","25/05/2022"
90522,"27/05/2022 4:56PM","12","27/05/2022"
90590,"30/05/2022 10:07AM","2","30/05/2022"
90644,"30/05/2022 1:51PM","2","30/05/2022"
90727,"31/05/2022 9:14AM","2","31/05/2022"
90759,"31/05/2022 12:24PM","2","31/05/2022"
90841,"01/06/2022 8:53AM","2","01/06/2022"
90897,"01/06/2022 2:56PM","2","01/06/2022"
90927,"02/06/2022 7:06AM","2","02/06/2022"
91449,"10/06/2022 4:57PM","12","10/06/2022"
91488,"13/06/2022 8:51AM","2","13/06/2022"
91530,"13/06/2022 12:46PM","2","13/06/2022"
91550,"13/06/2022 3:09PM","2","13/06/2022"
91564,"13/06/2022 4:46PM","12","13/06/2022"
91572,"13/06/2022 5:47PM","12","13/06/2022"
91595,"14/06/2022 6:19AM","2","14/06/2022"
91650,"14/06/2022 12:18PM","2","14/06/2022"
91748,"15/06/2022 9:08AM","2","15/06/2022"
91866,"16/06/2022 10:05AM","2","16/06/2022"
91897,"16/06/2022 1:18PM","2","16/06/2022"
91950,"17/06/2022 11:01AM","2","17/06/2022"
91974,"17/06/2022 1:34PM","2","17/06/2022"
92112,"21/06/2022 10:55AM","12","21/06/2022"
92115,"21/06/2022 11:00AM","14","21/06/2022"
92154,"21/06/2022 5:10PM","12","21/06/2022"
92310,"23/06/2022 4:02PM","12","23/06/2022"
92319,"23/06/2022 4:05PM","12","23/06/2022"
92457,"27/06/2022 6:41AM","2","27/06/2022"
92542,"27/06/2022 1:22PM","2","27/06/2022"
92571,"27/06/2022 5:44PM","12","27/06/2022"
92578,"27/06/2022 5:56PM","12","27/06/2022"
92602,"27/06/2022 9:10PM","12","27/06/2022"
92664,"28/06/2022 9:10AM","2","28/06/2022"
92665,"28/06/2022 9:11AM","2","28/06/2022"
92699,"28/06/2022 12:18PM","2","28/06/2022"
92700,"28/06/2022 12:19PM","2","28/06/2022"
92765,"28/06/2022 5:36PM","12","28/06/2022"
92791,"29/06/2022 6:03AM","2","29/06/2022"
92792,"29/06/2022 6:03AM","2","29/06/2022"
92862,"29/06/2022 11:07AM","2","29/06/2022"
92863,"29/06/2022 11:07AM","2","29/06/2022"
92970,"30/06/2022 6:29AM","2","30/06/2022"
92971,"30/06/2022 6:30AM","2","30/06/2022"
93400,"04/07/2022 1:11PM","14","04/07/2022"
93436,"04/07/2022 4:50PM","12","04/07/2022"
93492,"05/07/2022 11:00AM","12","05/07/2022"
93501,"05/07/2022 11:58AM","12","05/07/2022"
93541,"05/07/2022 2:17PM","2","05/07/2022"
93731,"07/07/2022 4:29PM","12","07/07/2022"
93857,"11/07/2022 9:47AM","2","11/07/2022"
93945,"12/07/2022 6:10AM","2","12/07/2022"
93946,"12/07/2022 6:11AM","2","12/07/2022"
93975,"12/07/2022 11:10AM","2","12/07/2022"
93976,"12/07/2022 11:10AM","2","12/07/2022"
93982,"12/07/2022 11:33AM","12","12/07/2022"
93991,"12/07/2022 11:40AM","12","12/07/2022"
94048,"12/07/2022 6:02PM","12","12/07/2022"
94059,"13/07/2022 6:09AM","2","13/07/2022"
94060,"13/07/2022 6:09AM","2","13/07/2022"
94124,"13/07/2022 11:04AM","2","13/07/2022"
94125,"13/07/2022 11:04AM","2","13/07/2022"
94183,"13/07/2022 2:35PM","2","13/07/2022"
94184,"13/07/2022 2:36PM","2","13/07/2022"
94223,"14/07/2022 6:09AM","2","14/07/2022"
94224,"14/07/2022 6:09AM","2","14/07/2022"
94521,"18/07/2022 9:15AM","14","18/07/2022"
94597,"18/07/2022 6:07PM","12","18/07/2022"
94657,"19/07/2022 11:57AM","12","19/07/2022"
94703,"19/07/2022 2:29PM","12","19/07/2022"
94999,"25/07/2022 9:17AM","2","25/07/2022"
95009,"25/07/2022 12:26PM","2","25/07/2022"
95025,"25/07/2022 4:20PM","14","25/07/2022"
95053,"26/07/2022 6:59AM","2","26/07/2022"
95054,"26/07/2022 6:59AM","2","26/07/2022"
95065,"26/07/2022 10:56AM","2","26/07/2022"
95066,"26/07/2022 10:56AM","2","26/07/2022"
95096,"26/07/2022 5:55PM","12","26/07/2022"
95131,"26/07/2022 8:19PM","12","26/07/2022"
95146,"27/07/2022 7:33AM","2","27/07/2022"
95147,"27/07/2022 7:33AM","2","27/07/2022"
95189,"27/07/2022 11:08AM","2","27/07/2022"
95190,"27/07/2022 11:08AM","2","27/07/2022"
95259,"27/07/2022 5:03PM","12","27/07/2022"
95287,"28/07/2022 6:29AM","2","28/07/2022"
95288,"28/07/2022 6:29AM","2","28/07/2022"
95496,"29/07/2022 12:05PM","2","29/07/2022"
95624,"01/08/2022 8:26AM","2","01/08/2022"
95634,"01/08/2022 11:00AM","14","01/08/2022"
95703,"01/08/2022 6:02PM","12","01/08/2022"
95860,"03/08/2022 8:22AM","2","03/08/2022"
95869,"03/08/2022 8:59AM","2","03/08/2022"
96011,"04/08/2022 12:10PM","2","04/08/2022"
96104,"08/08/2022 8:47AM","2","08/08/2022"
96127,"08/08/2022 1:38PM","2","08/08/2022"
96174,"09/08/2022 8:00AM","2","09/08/2022"
96175,"09/08/2022 8:00AM","2","09/08/2022"
96181,"09/08/2022 11:09AM","2","09/08/2022"
96182,"09/08/2022 11:09AM","2","09/08/2022"
96198,"09/08/2022 1:02PM","2","09/08/2022"
96199,"09/08/2022 1:02PM","2","09/08/2022"
96221,"09/08/2022 5:22PM","12","09/08/2022"
96257,"10/08/2022 7:35AM","2","10/08/2022"
96258,"10/08/2022 7:35AM","2","10/08/2022"
96265,"10/08/2022 11:03AM","2","10/08/2022"
96266,"10/08/2022 11:04AM","2","10/08/2022"
96281,"10/08/2022 12:35PM","12","10/08/2022"
96314,"10/08/2022 6:09PM","12","10/08/2022"
96324,"10/08/2022 6:23PM","12","10/08/2022"
96339,"11/08/2022 6:19AM","2","11/08/2022"
96340,"11/08/2022 6:20AM","2","11/08/2022"
96368,"11/08/2022 8:34AM","2","11/08/2022"
96384,"11/08/2022 9:42AM","2","11/08/2022"
96436,"11/08/2022 1:32PM","2","11/08/2022"
96508,"12/08/2022 7:00AM","2","12/08/2022"
96554,"12/08/2022 11:47AM","2","12/08/2022"
96655,"15/08/2022 5:56AM","14","15/08/2022"
96789,"15/08/2022 7:20PM","12","15/08/2022"
96794,"15/08/2022 7:48PM","12","15/08/2022"
97236,"23/08/2022 8:52AM","2","23/08/2022"
97249,"23/08/2022 1:06PM","2","23/08/2022"
97279,"24/08/2022 8:14AM","2","24/08/2022"
97287,"24/08/2022 11:25AM","2","24/08/2022"
97333,"25/08/2022 7:56AM","2","25/08/2022"
97343,"25/08/2022 10:03AM","2","25/08/2022"
97348,"25/08/2022 11:08AM","2","25/08/2022"
97357,"25/08/2022 1:05PM","2","25/08/2022"
97385,"25/08/2022 9:30PM","12","25/08/2022"
97395,"25/08/2022 9:40PM","12","25/08/2022"
97404,"25/08/2022 10:15PM","12","25/08/2022"
97427,"26/08/2022 7:27AM","12","26/08/2022"
97462,"26/08/2022 9:47AM","2","26/08/2022"
97571,"26/08/2022 9:45PM","12","26/08/2022"
97644,"29/08/2022 10:34AM","12","29/08/2022"
97747,"29/08/2022 6:56PM","12","29/08/2022"
97806,"30/08/2022 9:34AM","14","30/08/2022"
98386,"05/09/2022 10:30AM","2","05/09/2022"
98417,"05/09/2022 1:13PM","2","05/09/2022"
98434,"05/09/2022 2:55PM","2","05/09/2022"
98460,"06/09/2022 8:05AM","2","06/09/2022"
98461,"06/09/2022 8:10AM","2","06/09/2022"
98470,"06/09/2022 11:10AM","2","06/09/2022"
98471,"06/09/2022 11:13AM","2","06/09/2022"
98481,"06/09/2022 12:57PM","2","06/09/2022"
98482,"06/09/2022 12:59PM","2","06/09/2022"
98503,"07/09/2022 8:05AM","2","07/09/2022"
98504,"07/09/2022 8:08AM","2","07/09/2022"
98509,"07/09/2022 11:10AM","2","07/09/2022"
98510,"07/09/2022 11:12AM","2","07/09/2022"
98514,"07/09/2022 1:07PM","2","07/09/2022"
98515,"07/09/2022 1:09PM","2","07/09/2022"
98525,"07/09/2022 5:26PM","12","07/09/2022"
98534,"07/09/2022 5:30PM","12","07/09/2022"
98557,"08/09/2022 2:59AM","2","08/09/2022"
98558,"08/09/2022 3:00AM","2","08/09/2022"
98562,"08/09/2022 3:44AM","2","08/09/2022"
98576,"08/09/2022 6:02AM","2","08/09/2022"
98630,"09/09/2022 8:04AM","2","09/09/2022"
98642,"09/09/2022 11:28AM","2","09/09/2022"
98676,"09/09/2022 4:39PM","12","09/09/2022"
98685,"09/09/2022 4:43PM","12","09/09/2022"
98712,"09/09/2022 6:34PM","12","09/09/2022"
98732,"10/09/2022 6:39PM","12","10/09/2022"
98841,"12/09/2022 2:30PM","12","12/09/2022"
98870,"12/09/2022 7:21PM","12","12/09/2022"
98875,"12/09/2022 7:47PM","12","12/09/2022"
98922,"13/09/2022 8:41AM","14","13/09/2022"
98958,"13/09/2022 11:37AM","12","13/09/2022"
98972,"13/09/2022 12:57PM","14","13/09/2022"
99101,"14/09/2022 9:27AM","14","14/09/2022"
99527,"20/09/2022 8:25AM","2","20/09/2022"
99568,"20/09/2022 11:21AM","2","20/09/2022"
99612,"20/09/2022 1:27PM","2","20/09/2022"
99644,"21/09/2022 8:07AM","2","21/09/2022"
99652,"21/09/2022 8:21AM","2","21/09/2022"
99661,"21/09/2022 10:04AM","2","21/09/2022"
99668,"21/09/2022 11:14AM","2","21/09/2022"
99675,"21/09/2022 11:56AM","2","21/09/2022"
99683,"21/09/2022 12:27PM","2","21/09/2022"
99723,"22/09/2022 7:57AM","2","22/09/2022"
99724,"22/09/2022 7:59AM","2","22/09/2022"
99725,"22/09/2022 8:08AM","2","22/09/2022"
99726,"22/09/2022 8:08AM","2","22/09/2022"
99727,"22/09/2022 8:38AM","2","22/09/2022"
99736,"22/09/2022 11:27AM","2","22/09/2022"
99755,"22/09/2022 6:03PM","12","22/09/2022"
99763,"22/09/2022 6:06PM","12","22/09/2022"
99787,"23/09/2022 8:08AM","2","23/09/2022"
99844,"23/09/2022 6:01PM","12","23/09/2022"
99906,"26/09/2022 12:17PM","12","26/09/2022"
99941,"26/09/2022 5:01PM","12","26/09/2022"
99952,"26/09/2022 5:35PM","12","26/09/2022"
99962,"26/09/2022 5:41PM","12","26/09/2022"
99971,"26/09/2022 6:30PM","12","26/09/2022"
99982,"26/09/2022 7:32PM","12","26/09/2022"
100025,"27/09/2022 8:38AM","2","27/09/2022"
100027,"27/09/2022 8:38AM","14","27/09/2022"
100028,"27/09/2022 8:38AM","72","27/09/2022"
100029,"27/09/2022 8:49AM","2","27/09/2022"
100073,"27/09/2022 1:00PM","2","27/09/2022"
100074,"27/09/2022 1:02PM","2","27/09/2022"
100136,"27/09/2022 6:52PM","12","27/09/2022"
100185,"28/09/2022 7:47AM","2","28/09/2022"
100187,"28/09/2022 7:47AM","72","28/09/2022"
100188,"28/09/2022 7:47AM","14","28/09/2022"
100193,"28/09/2022 7:54AM","2","28/09/2022"
100201,"28/09/2022 8:16AM","2","28/09/2022"
100206,"28/09/2022 9:08AM","2","28/09/2022"
100215,"28/09/2022 10:07AM","12","28/09/2022"
100262,"28/09/2022 11:32AM","2","28/09/2022"
100263,"28/09/2022 11:34AM","2","28/09/2022"
100317,"28/09/2022 1:28PM","2","28/09/2022"
100320,"28/09/2022 1:35PM","2","28/09/2022"
100323,"28/09/2022 1:41PM","2","28/09/2022"
100369,"28/09/2022 5:34PM","12","28/09/2022"
100409,"29/09/2022 7:31AM","2","29/09/2022"
100420,"29/09/2022 8:14AM","2","29/09/2022"
100424,"29/09/2022 8:17AM","2","29/09/2022"
100465,"29/09/2022 11:08AM","2","29/09/2022"
100474,"29/09/2022 11:24AM","2","29/09/2022"
100490,"29/09/2022 12:17PM","2","29/09/2022"
100527,"29/09/2022 1:12PM","2","29/09/2022"
100544,"29/09/2022 2:17PM","2","29/09/2022"
100551,"29/09/2022 2:58PM","12","29/09/2022"
100555,"29/09/2022 3:03PM","12","29/09/2022"
100558,"29/09/2022 3:06PM","12","29/09/2022"
100560,"29/09/2022 3:09PM","12","29/09/2022"
100613,"30/09/2022 7:33AM","2","30/09/2022"
100624,"30/09/2022 7:51AM","2","30/09/2022"
100631,"30/09/2022 8:57AM","2","30/09/2022"
100693,"30/09/2022 11:24AM","2","30/09/2022"
100704,"30/09/2022 12:07PM","2","30/09/2022"
100785,"03/10/2022 8:08AM","2","03/10/2022"
100804,"03/10/2022 10:02AM","2","03/10/2022"
100819,"03/10/2022 10:57AM","2","03/10/2022"
100865,"03/10/2022 12:17PM","2","03/10/2022"
100929,"04/10/2022 8:15AM","2","04/10/2022"
100930,"04/10/2022 8:17AM","2","04/10/2022"
100936,"04/10/2022 8:57AM","2","04/10/2022"
100937,"04/10/2022 8:57AM","2","04/10/2022"
100980,"04/10/2022 12:08PM","2","04/10/2022"
100981,"04/10/2022 12:08PM","2","04/10/2022"
101041,"05/10/2022 7:51AM","2","05/10/2022"
101049,"05/10/2022 8:07AM","2","05/10/2022"
101070,"05/10/2022 11:28AM","2","05/10/2022"
101075,"05/10/2022 12:17PM","2","05/10/2022"
101116,"06/10/2022 7:56AM","2","06/10/2022"
101117,"06/10/2022 7:56AM","2","06/10/2022"
101118,"06/10/2022 8:08AM","2","06/10/2022"
101119,"06/10/2022 8:08AM","2","06/10/2022"
101136,"06/10/2022 11:57AM","2","06/10/2022"
101137,"06/10/2022 11:57AM","2","06/10/2022"
101170,"07/10/2022 7:35AM","2","07/10/2022"
101171,"07/10/2022 7:35AM","2","07/10/2022"
101175,"07/10/2022 8:27AM","2","07/10/2022"
101176,"07/10/2022 8:27AM","2","07/10/2022"
101187,"07/10/2022 11:27AM","2","07/10/2022"
101188,"07/10/2022 11:27AM","2","07/10/2022"
101207,"07/10/2022 4:02PM","12","07/10/2022"
101239,"10/10/2022 8:06AM","2","10/10/2022"
101240,"10/10/2022 8:07AM","2","10/10/2022"
101241,"10/10/2022 9:01AM","14","10/10/2022"
101243,"10/10/2022 9:07AM","2","10/10/2022"
101244,"10/10/2022 9:07AM","2","10/10/2022"
101255,"10/10/2022 9:42AM","12","10/10/2022"
101262,"10/10/2022 9:45AM","12","10/10/2022"
101271,"10/10/2022 10:59AM","12","10/10/2022"
101272,"10/10/2022 10:59AM","2","10/10/2022"
101273,"10/10/2022 10:59AM","72","10/10/2022"
101276,"10/10/2022 11:03AM","12","10/10/2022"
101285,"10/10/2022 11:27AM","2","10/10/2022"
101286,"10/10/2022 11:27AM","2","10/10/2022"
101290,"10/10/2022 12:17PM","2","10/10/2022"
101310,"10/10/2022 1:48PM","2","10/10/2022"
101327,"10/10/2022 4:16PM","12","10/10/2022"
101328,"10/10/2022 4:16PM","72","10/10/2022"
101329,"10/10/2022 4:16PM","2","10/10/2022"
101330,"10/10/2022 4:18PM","12","10/10/2022"
101332,"10/10/2022 4:19PM","12","10/10/2022"
101346,"10/10/2022 5:03PM","12","10/10/2022"
101380,"11/10/2022 8:08AM","2","11/10/2022"
101381,"11/10/2022 8:08AM","2","11/10/2022"
101382,"11/10/2022 8:57AM","2","11/10/2022"
101383,"11/10/2022 8:57AM","2","11/10/2022"
101387,"11/10/2022 9:27AM","12","11/10/2022"
101399,"11/10/2022 10:17AM","2","11/10/2022"
101422,"11/10/2022 11:38AM","2","11/10/2022"
101423,"11/10/2022 11:48AM","2","11/10/2022"
101430,"11/10/2022 12:17PM","12","11/10/2022"
101431,"11/10/2022 12:17PM","2","11/10/2022"
101432,"11/10/2022 12:18PM","14","11/10/2022"
101433,"11/10/2022 12:18PM","72","11/10/2022"
101457,"11/10/2022 1:13PM","72","11/10/2022"
101458,"11/10/2022 1:14PM","2","11/10/2022"
101459,"11/10/2022 1:16PM","12","11/10/2022"
101460,"11/10/2022 1:18PM","2","11/10/2022"
101461,"11/10/2022 1:19PM","12","11/10/2022"
101482,"11/10/2022 5:28PM","12","11/10/2022"
101518,"12/10/2022 6:16AM","14","12/10/2022"
101553,"12/10/2022 9:07AM","12","12/10/2022"
101554,"12/10/2022 9:07AM","12","12/10/2022"
101555,"12/10/2022 9:07AM","12","12/10/2022"
101558,"12/10/2022 9:49AM","14","12/10/2022"
101559,"12/10/2022 9:50AM","14","12/10/2022"
101734,"13/10/2022 8:56AM","12","13/10/2022"
101735,"13/10/2022 8:57AM","12","13/10/2022"
101736,"13/10/2022 8:57AM","12","13/10/2022"
101931,"14/10/2022 9:26AM","12","14/10/2022"
101932,"14/10/2022 9:27AM","12","14/10/2022"
101933,"14/10/2022 9:27AM","12","14/10/2022"
102081,"17/10/2022 8:02AM","2","17/10/2022"
102106,"17/10/2022 9:17AM","2","17/10/2022"
102109,"17/10/2022 10:26AM","12","17/10/2022"
102114,"17/10/2022 10:37AM","12","17/10/2022"
102156,"17/10/2022 11:58AM","2","17/10/2022"
102243,"18/10/2022 8:05AM","2","18/10/2022"
102244,"18/10/2022 8:07AM","2","18/10/2022"
102253,"18/10/2022 9:47AM","2","18/10/2022"
102254,"18/10/2022 9:47AM","2","18/10/2022"
102282,"18/10/2022 12:27PM","2","18/10/2022"
102287,"18/10/2022 12:37PM","2","18/10/2022"
102360,"19/10/2022 7:57AM","2","19/10/2022"
102361,"19/10/2022 7:57AM","2","19/10/2022"
102362,"19/10/2022 8:37AM","2","19/10/2022"
102363,"19/10/2022 8:37AM","2","19/10/2022"
102379,"19/10/2022 11:37AM","2","19/10/2022"
102380,"19/10/2022 11:37AM","2","19/10/2022"
102435,"20/10/2022 8:26AM","2","20/10/2022"
102436,"20/10/2022 8:26AM","2","20/10/2022"
102500,"21/10/2022 5:30AM","14","21/10/2022"
102523,"21/10/2022 6:51AM","2","21/10/2022"
102549,"21/10/2022 4:53PM","12","21/10/2022"
102556,"21/10/2022 4:56PM","12","21/10/2022"
102576,"21/10/2022 5:30PM","12","21/10/2022"
102601,"24/10/2022 5:53AM","14","24/10/2022"
102621,"24/10/2022 8:18AM","12","24/10/2022"
102622,"24/10/2022 8:18AM","2","24/10/2022"
102623,"24/10/2022 8:18AM","14","24/10/2022"
102624,"24/10/2022 8:18AM","72","24/10/2022"
102640,"24/10/2022 11:27AM","2","24/10/2022"
102651,"24/10/2022 12:39PM","12","24/10/2022"
102658,"24/10/2022 12:56PM","2","24/10/2022"
102659,"24/10/2022 12:56PM","12","24/10/2022"
102660,"24/10/2022 12:57PM","2","24/10/2022"
102661,"24/10/2022 12:58PM","12","24/10/2022"
102683,"24/10/2022 2:17PM","2","24/10/2022"
102693,"25/10/2022 5:28AM","14","25/10/2022"
102697,"25/10/2022 5:36AM","14","25/10/2022"
102698,"25/10/2022 5:54AM","14","25/10/2022"
102718,"25/10/2022 7:54AM","2","25/10/2022"
102719,"25/10/2022 7:54AM","12","25/10/2022"
102720,"25/10/2022 7:54AM","72","25/10/2022"
102721,"25/10/2022 7:54AM","14","25/10/2022"
102722,"25/10/2022 7:56AM","2","25/10/2022"
102723,"25/10/2022 7:57AM","2","25/10/2022"
102730,"25/10/2022 8:58AM","2","25/10/2022"
102731,"25/10/2022 8:58AM","2","25/10/2022"
102733,"25/10/2022 9:08AM","12","25/10/2022"
102734,"25/10/2022 9:09AM","2","25/10/2022"
102752,"25/10/2022 11:37AM","2","25/10/2022"
102753,"25/10/2022 11:37AM","2","25/10/2022"
102754,"25/10/2022 11:38AM","2","25/10/2022"
102798,"25/10/2022 5:16PM","12","25/10/2022"
102854,"26/10/2022 7:37AM","2","26/10/2022"
102855,"26/10/2022 7:37AM","2","26/10/2022"
102856,"26/10/2022 7:37AM","2","26/10/2022"
102872,"26/10/2022 8:37AM","2","26/10/2022"
102873,"26/10/2022 8:37AM","2","26/10/2022"
102874,"26/10/2022 8:37AM","2","26/10/2022"
102875,"26/10/2022 8:47AM","12","26/10/2022"
102888,"26/10/2022 10:10AM","14","26/10/2022"
102889,"26/10/2022 10:10AM","2","26/10/2022"
